frame_id,timestamp,approach,predicted,confidence,latency_ms,system_state,reasoning,cpu_pct,ram_mb,gpu_pct,ground_truth,correct,image_name
frame_000016,2026-06-27T17:18:50.960322+00:00,claude_api,sitting,0.85,3476.3,cooldown,"A man is clearly visible seated at a desk. His head and upper torso are visible close to the camera, with a cluttered desk behind him, indicating he is seated at a workstation. His position and the ca",1.5,191.5,,,,
frame_000017,2026-06-27T17:18:53.888577+00:00,claude_api,sitting,0.9,2922.7,cooldown,"A bald man wearing glasses and a white t-shirt is visible from the shoulders up, positioned at what appears to be a desk with items on it. His position and framing suggest he is seated at the desk.",1.6,191.5,,,,
frame_000018,2026-06-27T17:18:57.410689+00:00,claude_api,sitting,0.9,3515.4,cooldown,"A bald man wearing glasses and a white t-shirt is clearly visible, appearing to be seated at a desk. Only his head and upper torso are visible from a slightly below-eye-level camera angle, consistent ",1.5,191.5,,,,
frame_000019,2026-06-27T17:19:00.508624+00:00,claude_api,sitting,0.85,3091.8,cooldown,"A bald man wearing glasses and a white t-shirt is visible from the shoulders up, positioned close to a desk with items on it. His position and proximity to the desk strongly suggest he is seated at th",1.5,191.5,,,,
frame_000020,2026-06-27T17:19:04.755633+00:00,claude_api,sitting,0.92,4240.8,cooldown,"A person is clearly visible from the upper torso and head, positioned at a desk with various items on it. The camera angle and framing suggest they are seated at the desk, with their head and shoulder",1.5,191.5,,,,
frame_000021,2026-06-27T17:19:08.091711+00:00,claude_api,sitting,0.85,3330.1,cooldown,"A man is clearly visible from the shoulders up, positioned close to a desk/workspace with items on it. His proximity to the desk and camera angle suggest he is seated at a desk, with his upper body vi",3.8,191.6,,,,
frame_000022,2026-06-27T17:19:11.396254+00:00,claude_api,sitting,0.85,3298.3,cooldown,"A man with glasses is visible close to the camera at a desk with various items on it. His head and upper torso are visible, positioned at desk level, consistent with being seated at a workstation.",1.5,191.6,,,,
frame_000023,2026-06-27T17:19:14.971618+00:00,claude_api,sitting,0.85,3569.0,cooldown,"A bald man wearing glasses and a white t-shirt is visible from the shoulders up, positioned at what appears to be a desk with various items on it. His position and framing suggest he is seated at the ",1.5,191.6,,,,
frame_000024,2026-06-27T17:19:19.252740+00:00,claude_api,sitting,0.85,4276.1,cooldown,"A person is clearly visible, bald with glasses, wearing a white t-shirt. They appear to be seated at a desk with various items visible behind them. The camera angle is slightly above, and only the hea",1.4,191.6,,,,
frame_000025,2026-06-27T17:19:22.687055+00:00,claude_api,sitting,0.85,3428.0,cooldown,"A bald man wearing glasses and a white t-shirt is visible from the shoulders up, positioned close to the camera at a desk with various items. His position relative to the desk and the camera angle sug",1.5,191.6,,,,
frame_000026,2026-06-27T17:19:28.896881+00:00,claude_api,sitting,0.85,6202.9,cooldown,"A person is clearly visible, appearing to be seated at a desk. The camera angle is close-up showing head and upper torso, with a cluttered desk visible to the right, suggesting they are seated in fron",1.7,194.3,,,,
frame_000027,2026-06-27T17:19:32.434177+00:00,claude_api,sitting,0.85,3530.8,monitoring,"A bald man wearing glasses and a white t-shirt is visible, appearing to be seated at a desk. His head and upper torso are visible close to the camera, consistent with someone sitting at a workstation.",1.5,190.4,,,,
frame_000028,2026-06-27T17:19:35.822743+00:00,claude_api,sitting,0.85,3381.0,monitoring,"A bald man wearing glasses and a white t-shirt is visible from approximately the shoulders up, positioned close to a webcam/camera at desk level. His position relative to the desk and camera angle str",1.2,194.6,,,,
frame_000029,2026-06-27T17:19:39.499840+00:00,claude_api,sitting,0.85,3670.3,monitoring,"A man is clearly visible from the shoulders up, positioned close to a desk/workspace with items on it. His position and angle relative to the camera and desk suggest he is seated, as the camera appear",0.9,194.6,,,,
frame_000030,2026-06-27T17:19:42.972141+00:00,claude_api,sitting,0.8,3465.4,monitoring,"A person is clearly visible leaning forward toward the camera. They appear to be seated in a chair (visible behind them with a gray covering), bending forward temporarily - which per the rules counts ",1.1,194.7,,,,
frame_000031,2026-06-27T17:19:45.981216+00:00,claude_api,standing,0.92,3001.6,transition_pending,"A person is clearly visible standing upright, wearing a white t-shirt. The torso is vertical and the arms hang at the sides, consistent with a standing posture. The body appears upright with no indica",1.1,194.7,,,,
frame_000032,2026-06-27T17:19:48.917018+00:00,claude_api,standing,0.85,2929.3,transition_pending,"A person is clearly visible wearing a white t-shirt, standing upright. Their torso is visible and they appear to be standing on their feet based on their upright posture and body position.",1.6,194.7,,,,
frame_000033,2026-06-27T17:19:52.031359+00:00,claude_api,standing,0.92,3107.8,transition_pending,"A person is clearly visible standing upright, wearing a white t-shirt. The torso and arms are visible in an upright position, consistent with standing posture.",1.5,194.7,,,,
frame_000034,2026-06-27T17:19:55.064000+00:00,claude_api,standing,0.95,3026.8,transition_pending,"A person is clearly visible standing upright, wearing a white t-shirt. Their body posture indicates they are on their feet with hips above knee level, consistent with standing.",1.5,194.7,,,,
frame_000035,2026-06-27T17:19:57.826056+00:00,claude_api,standing,0.9,2755.4,signaling,"A person is clearly visible wearing a white t-shirt, standing upright. The torso and arms are visible with the body in an upright position consistent with standing.",1.3,194.8,,,,
frame_000036,2026-06-27T17:20:01.003604+00:00,claude_api,standing,0.85,3170.1,signaling,"A person is clearly visible wearing a white t-shirt, standing upright. Their torso and arms are visible in an upright position consistent with standing. The floor is visible in the background suggesti",1.3,194.8,,,,
frame_000037,2026-06-27T17:20:04.383271+00:00,claude_api,standing,0.85,3373.0,signaling,"A person is clearly visible wearing a white t-shirt, standing upright. The torso and arms are visible with the body appearing vertical and upright, consistent with a standing posture.",1.4,194.8,,,,
frame_000038,2026-06-27T17:20:07.250574+00:00,claude_api,standing,0.85,2861.7,signaling,"A person is clearly visible wearing a white t-shirt, standing upright. The torso and arms are visible with an upright posture consistent with standing. The background shows a room with a desk and door",1.4,194.8,,,,
frame_000039,2026-06-27T17:20:09.810777+00:00,claude_api,standing,0.9,2554.0,cooldown,"A person is clearly visible standing upright, wearing a white t-shirt. The torso and arms are visible in an upright position consistent with standing.",1.5,194.8,,,,
frame_000040,2026-06-27T17:20:13.291459+00:00,claude_api,standing,0.85,3474.4,cooldown,"A person is clearly visible wearing a white t-shirt, standing upright. Their torso and arms are visible, and the body position appears upright/vertical consistent with standing. The floor is visible i",1.4,194.9,,,,
frame_000041,2026-06-27T17:20:17.388027+00:00,claude_api,sitting,0.95,4090.8,cooldown,"A man is clearly visible seated at a desk, with his upper body and head visible. He appears to be in a chair, with his torso at a level consistent with sitting. A desk with various items is in front o",1.4,194.9,,,,
frame_000042,2026-06-27T17:20:20.021328+00:00,claude_api,sitting,0.92,2628.0,cooldown,"A man is clearly visible seated in an office chair at a desk. His upper body is visible and he appears to be in a seated position, with the chair back visible behind him.",1.5,194.9,,,,
frame_000043,2026-06-27T17:20:23.736768+00:00,claude_api,sitting,0.95,3708.4,cooldown,"A bald man wearing glasses and a white t-shirt is clearly visible, seated in what appears to be an office chair at a desk. His shoulders are visible and he appears to be in a seated position based on ",1.3,197.5,,,,
frame_000044,2026-06-27T17:20:26.603742+00:00,claude_api,sitting,0.95,2861.0,cooldown,"A man is clearly visible seated in a chair at a desk. His shoulders are at a level consistent with being seated, and the chair back is visible behind him. He appears to be in a typical sitting positio",1.7,197.6,,,,
frame_000045,2026-06-27T17:20:29.677044+00:00,claude_api,sitting,0.92,3067.1,cooldown,"A bald man wearing glasses and a white t-shirt is clearly visible, seated in what appears to be an office chair at a desk. His shoulders are visible and he appears to be in a seated position based on ",1.6,197.6,,,,
frame_000046,2026-06-27T17:20:32.645190+00:00,claude_api,sitting,0.7,2962.8,cooldown,"A bald person's head and upper body are visible very close to the camera, appearing to be leaning forward at a desk. They appear to be seated based on their position relative to the desk and chair vis",1.4,197.6,,,,
frame_000047,2026-06-27T17:20:35.845520+00:00,claude_api,standing,0.8,3194.6,cooldown,"A person is clearly visible wearing a white t-shirt, standing upright with hands clasped in front. The body posture and positioning suggest they are standing on their feet, with the torso and arms vis",1.5,197.6,,,,
frame_000048,2026-06-27T17:20:38.754898+00:00,claude_api,standing,0.82,2904.4,cooldown,"A person is clearly visible wearing a white t-shirt with hands clasped in front. The body appears upright and the lower portion suggests they are standing on the floor, with the torso and arms visible",1.7,197.6,,,,
frame_000049,2026-06-27T17:20:41.657367+00:00,claude_api,standing,0.75,2896.3,cooldown,A person is clearly visible wearing a white t-shirt with arms clasped in front. The body appears upright and the torso is at a height consistent with standing. No chair or seated position is evident.,1.8,197.6,,,,
frame_000050,2026-06-27T17:20:45.241666+00:00,claude_api,sitting,0.7,3578.6,cooldown,"A person is clearly visible wearing a white t-shirt with hands clasped in their lap. The body posture and hand position suggest they are seated, with hips likely below shoulder level. The framing and ",1.4,197.7,,,,
frame_000051,2026-06-27T17:20:48.619623+00:00,claude_api,sitting,0.95,3371.2,cooldown,"A bald man wearing glasses and a white t-shirt is clearly visible, seated in an office chair at a desk. His shoulders are visible and he appears to be in a seated position with hips below shoulder lev",1.2,197.7,,,,
frame_000052,2026-06-27T17:20:51.855728+00:00,claude_api,sitting,0.95,3229.8,cooldown,"A bald man wearing glasses and a white t-shirt is clearly visible, seated in an office chair at a desk. His shoulders are visible and he appears to be at desk level, consistent with a seated posture.",1.1,197.7,,,,
frame_000053,2026-06-27T17:20:55.656289+00:00,claude_api,sitting,0.95,3794.7,cooldown,"A man is clearly visible seated at a desk/workstation. His upper body and head are visible, with a chair behind him. His position at the desk with hips below shoulder level indicates he is sitting.",1.4,197.7,,,,
frame_000054,2026-06-27T17:21:03.469527+00:00,claude_api,sitting,0.95,7806.8,cooldown,"A bald man wearing glasses and a white t-shirt is clearly visible, seated in an office chair at a desk. His upper body is visible and he appears to be in a seated position with his shoulders at a leve",1.4,197.7,,,,
frame_000055,2026-06-27T17:21:06.643354+00:00,claude_api,standing,0.92,3168.1,cooldown,"A person is clearly visible standing upright, wearing a white t-shirt with hands clasped in front. The torso is fully visible and the posture appears upright, consistent with standing. No chair or sea",1.7,197.9,,,,
frame_000056,2026-06-27T17:21:09.673466+00:00,claude_api,standing,0.92,3023.2,monitoring,"A person is clearly visible, upright, with their torso and arms visible. Their body posture and the floor visible at the bottom suggest they are standing on their feet.",1.5,200.5,,,,
frame_000057,2026-06-27T17:21:13.366446+00:00,claude_api,standing,0.85,3687.0,monitoring,"A person is clearly visible wearing a white t-shirt, standing upright. Their torso and arms are visible with hands clasped in front. The body position and posture suggest they are standing on their fe",1.0,200.6,,,,
frame_000058,2026-06-27T17:21:16.372615+00:00,claude_api,standing,0.85,2998.9,monitoring,"A person is clearly visible wearing a white t-shirt, standing upright with hands clasped in front. The body posture and position relative to the background suggest they are standing on their feet.",1.2,200.6,,,,
frame_000059,2026-06-27T17:21:21.489905+00:00,claude_api,standing,0.92,5111.4,monitoring,"A person is clearly visible standing upright with their torso and arms visible. Their body posture is vertical/upright, hands clasped in front, consistent with standing position.",1.1,200.6,,,,
