frame_id,timestamp,approach,predicted,confidence,latency_ms,system_state,reasoning,cpu_pct,ram_mb,gpu_pct,ground_truth,correct,image_name
frame_000027,2026-06-27T16:10:13.432592+00:00,claude_api,sitting,0.85,3681.7,monitoring,"A bald man wearing glasses and a white t-shirt is clearly visible. The camera angle is from below looking up, suggesting he is seated at a desk with the webcam positioned low. His upper body and head ",1.9,180.6,,,,
frame_000028,2026-06-27T16:10:17.631045+00:00,claude_api,sitting,0.85,4193.8,monitoring,"A bald man wearing glasses and a white t-shirt is visible from roughly chest-up. The camera angle is from below, suggesting a webcam on a desk. He appears to be seated at a desk with his hand raised t",2.5,180.7,,,,
frame_000029,2026-06-27T16:10:21.420176+00:00,claude_api,sitting,0.85,3783.9,monitoring,"A bald man wearing glasses and a white t-shirt is clearly visible. The camera angle is from below looking up, suggesting he is seated at a desk with a webcam. His upper body and head are visible, hand",3.1,180.7,,,,
frame_000030,2026-06-27T16:10:26.249915+00:00,claude_api,sitting,0.85,4825.3,monitoring,"A person is clearly visible - a bald man wearing glasses and a white t-shirt. The camera angle is low (webcam perspective) showing him from below, with his upper body and head visible. He appears to b",3.5,180.7,,,,
frame_000031,2026-06-27T16:10:30.463104+00:00,claude_api,sitting,0.85,4208.1,monitoring,"A person is clearly visible, bald with glasses, wearing a white t-shirt. The camera angle is looking up at them, suggesting they are seated at a desk with the webcam positioned below eye level. Their ",3.2,183.3,,,,
frame_000032,2026-06-27T16:10:34.039200+00:00,claude_api,sitting,0.85,3571.2,monitoring,"A person is clearly visible from the shoulders up, wearing glasses and a white t-shirt. The camera angle is low (looking up at the person), suggesting they are seated at a desk with the camera below e",3.0,183.4,,,,
frame_000033,2026-06-27T16:10:37.803280+00:00,claude_api,sitting,0.85,3759.4,monitoring,"A bald man wearing glasses and a white t-shirt is clearly visible in the lower portion of the frame. The camera angle is from below, showing his head and upper torso. His relaxed posture with hand res",1.9,183.4,,,,
frame_000034,2026-06-27T16:10:41.592857+00:00,claude_api,sitting,0.82,3784.8,monitoring,"A person is clearly visible, bald with glasses, wearing a white t-shirt. The camera angle is low/upward-looking, suggesting they are seated at a desk with the webcam below eye level. Their upper body ",2.8,183.4,,,,
frame_000035,2026-06-27T16:10:45.035529+00:00,claude_api,sitting,0.85,3438.2,monitoring,"A bald man wearing glasses and a white t-shirt is clearly visible. The camera angle is from below, suggesting a webcam or desk-level camera. He appears to be seated, with his upper body visible and a ",2.0,183.4,,,,
frame_000036,2026-06-27T16:10:48.554864+00:00,claude_api,sitting,0.85,3514.4,monitoring,"A person is clearly visible, bald with glasses, wearing a white t-shirt. The camera angle is from below looking up, suggesting the person is seated at a desk with the webcam positioned low. The person",2.9,183.4,,,,
frame_000037,2026-06-27T16:10:53.108558+00:00,claude_api,sitting,0.85,4549.3,monitoring,"A person is clearly visible, bald with glasses, wearing a white t-shirt. The camera angle is from below looking up, and there appears to be a couch/chair behind them. The person appears to be seated b",1.3,183.5,,,,
frame_000038,2026-06-27T16:10:56.545300+00:00,claude_api,sitting,0.85,3431.7,monitoring,"A person is clearly visible, bald with glasses, wearing a white t-shirt. The camera angle is from below (low angle/webcam perspective), the person appears to be seated at a desk with a couch/chair vis",0.9,183.5,,,,
frame_000039,2026-06-27T16:11:00.986476+00:00,claude_api,absent,0.6,4436.2,monitoring,"The camera appears to be pointing upward toward the ceiling. At the bottom of the frame there is a dark blurry shape that could be the top of a person's head, but no clear posture can be determined. T",1.0,183.5,,,,
frame_000040,2026-06-27T16:11:03.713657+00:00,claude_api,absent,0.85,2722.5,transition_pending,"The image shows a bedroom with doors, ceiling lights, wall decorations, and what appears to be a dark jacket or bag in the foreground. No person is clearly visible in the scene.",1.2,183.5,,,,
frame_000041,2026-06-27T16:11:09.328802+00:00,claude_api,absent,0.7,5610.1,transition_pending,"The image is taken from a very low angle pointing upward toward the ceiling. There appears to be a dark object/clothing in the lower portion of the frame, but no clearly visible person with discernibl",0.9,183.5,,,,
frame_000042,2026-06-27T16:11:13.386739+00:00,claude_api,sitting,0.75,4053.1,monitoring,"A person is clearly visible - bald man with glasses wearing a white t-shirt. The camera angle is looking up at him from below (likely a desk/monitor camera), which is consistent with him sitting at a ",1.0,183.5,,,,
frame_000043,2026-06-27T16:11:16.922742+00:00,claude_api,sitting,0.75,3528.9,monitoring,"A bald man wearing glasses and a white t-shirt is visible from the shoulders up. The camera angle is looking upward, suggesting he is seated at a desk with the camera positioned low. His shoulders and",1.2,183.6,,,,
frame_000044,2026-06-27T16:11:20.814790+00:00,claude_api,sitting,0.85,3886.1,monitoring,"A person is clearly visible - a bald man wearing glasses and a white t-shirt. The camera appears to be positioned low (likely on a desk), looking up at him. His head and upper torso are visible, and t",0.8,183.6,,,,
frame_000045,2026-06-27T16:11:24.627114+00:00,claude_api,sitting,0.85,3807.3,monitoring,"A person is clearly visible - a bald man wearing glasses and a white t-shirt. The camera angle is low (looking up at him), suggesting he is seated at a desk with the webcam positioned below eye level,",1.0,183.6,,,,
frame_000046,2026-06-27T16:11:27.990384+00:00,claude_api,sitting,0.75,3358.2,monitoring,"A person is clearly visible - a bald man wearing glasses and a white t-shirt. The camera angle is from below looking up at him, suggesting he is seated at a desk with the webcam positioned low. Only h",1.3,186.2,,,,
frame_000047,2026-06-27T16:11:31.361872+00:00,claude_api,sitting,0.72,3366.8,monitoring,"A person's head and upper torso are visible very close to the camera, appearing to be seated at a desk. The camera angle is looking slightly downward from above, consistent with a webcam setup where s",1.0,186.3,,,,
frame_000048,2026-06-27T16:11:34.537054+00:00,claude_api,absent,0.8,3170.3,transition_pending,"The image shows a room with ceiling lights, doors, wall decorations, and what appears to be a dark bag or backpack in the foreground. No person is clearly visible occupying a chair or standing upright",1.2,186.3,,,,
frame_000049,2026-06-27T16:11:37.719057+00:00,claude_api,absent,0.7,3176.5,transition_pending,The image is taken from a low angle pointing mostly at the ceiling. At the bottom of the frame there appears to be a dark object (possibly a bag or jacket) but no clearly visible person occupying a ch,1.1,186.3,,,,
frame_000050,2026-06-27T16:11:41.602522+00:00,claude_api,standing,0.5,3878.1,transition_pending,"A person's head (red/auburn hair) is visible at the bottom center of the frame, appearing close to the camera. The camera seems to be mounted at a low angle looking upward, and the person appears to b",1.1,186.3,,,,
frame_000051,2026-06-27T16:11:45.268412+00:00,claude_api,sitting,0.75,3660.5,monitoring,"A bald man wearing glasses and a white t-shirt is visible from the shoulders up. The camera angle is very low (looking up at him), suggesting he is seated at a desk with the camera below eye level. A ",0.9,186.3,,,,
frame_000052,2026-06-27T16:11:48.475671+00:00,claude_api,sitting,0.85,3202.3,monitoring,"A person is clearly visible from the shoulders up, appearing to be seated in a chair (visible behind them). The camera angle is low/upward-looking, consistent with a webcam on a desk. The person appea",1.2,186.4,,,,
frame_000053,2026-06-27T16:11:52.237818+00:00,claude_api,sitting,0.85,3756.2,monitoring,"A bald man wearing glasses and a white t-shirt is clearly visible. The camera angle is from below (low webcam angle), showing his head and upper torso. He appears to be seated in a chair visible behin",1.1,186.4,,,,
frame_000054,2026-06-27T16:11:55.835225+00:00,claude_api,sitting,0.7,3592.4,monitoring,"A bald man wearing glasses and a white t-shirt is visible from the shoulders up. The camera angle is low (looking up at him), suggesting he is seated at a desk with the webcam positioned below eye lev",1.0,186.4,,,,
frame_000055,2026-06-27T16:11:59.328836+00:00,claude_api,sitting,0.82,3488.9,monitoring,"A bald man wearing glasses and a white t-shirt is clearly visible. The camera angle is from below looking up at him, suggesting he is seated at a desk with a webcam positioned low. A chair back is vis",1.4,186.4,,,,
frame_000056,2026-06-27T16:12:03.618283+00:00,claude_api,sitting,0.85,4285.0,monitoring,"A bald man wearing glasses and a white t-shirt is clearly visible. The camera angle is from below (likely a desk webcam), showing his head and upper torso. Behind him is what appears to be an office/g",0.9,186.4,,,,
frame_000057,2026-06-27T16:12:07.611527+00:00,claude_api,absent,0.7,3987.8,transition_pending,"The camera appears to be tilted upward showing mostly the ceiling and upper walls of a bedroom. At the bottom of the frame there appears to be a dark shape that could be hair/head of a person, but it'",0.9,186.4,,,,
frame_000058,2026-06-27T16:12:11.396017+00:00,claude_api,absent,0.8,3777.9,transition_pending,"The image shows a room interior captured from a low angle looking upward. There are pillows, blankets, and what appears to be a dark bag or jacket in the foreground, but no clearly visible person occu",1.0,186.5,,,,
frame_000059,2026-06-27T16:12:15.598695+00:00,claude_api,absent,0.5,4197.4,transition_pending,"The image appears to be captured from a low angle, mostly showing the ceiling and room. There is a blurry hand/fist visible at the bottom center, suggesting someone may be adjusting the camera. No cle",1.0,186.5,,,,
frame_000060,2026-06-27T16:12:18.839978+00:00,claude_api,sitting,0.85,3236.5,monitoring,"A person is clearly visible with their head and upper torso shown from a low camera angle. The camera appears to be at desk level looking up at the person, who appears to be seated based on their posi",0.8,186.5,,,,
frame_000061,2026-06-27T16:12:22.664286+00:00,claude_api,sitting,0.85,3819.0,monitoring,"A person is clearly visible, bald man with glasses wearing a white t-shirt. The camera angle is looking up at him from below, suggesting he is seated at a desk/workstation with the camera positioned l",0.8,186.5,,,,
frame_000062,2026-06-27T16:12:26.657724+00:00,claude_api,sitting,0.85,3987.4,monitoring,"A person is clearly visible - a bald man wearing glasses and a white t-shirt. The camera angle is from below looking up, suggesting the camera is on a desk. The person appears to be seated in a chair ",0.9,186.7,,,,
frame_000063,2026-06-27T16:12:30.333530+00:00,claude_api,sitting,0.85,3669.5,monitoring,A man is clearly visible in the lower portion of the image. He appears to be seated based on the camera angle looking up at him and the presence of what appears to be a chair/couch behind him. His tor,1.2,189.3,,,,
frame_000064,2026-06-27T16:12:33.735643+00:00,claude_api,sitting,0.85,3397.2,monitoring,"A person is clearly visible in the lower portion of the frame. The camera angle is looking up at them from below, suggesting they are seated at a desk with a webcam positioned low. Their head and uppe",0.8,189.3,,,,
frame_000065,2026-06-27T16:12:36.726687+00:00,claude_api,standing,0.5,2987.1,monitoring,"The top of a person's head is visible at the bottom right of the frame, appearing to be at a height consistent with someone standing. The camera appears to be pointing upward, capturing mostly the cei",0.8,189.4,,,,
frame_000066,2026-06-27T16:12:39.457716+00:00,claude_api,absent,0.85,2726.9,transition_pending,"The image shows a bedroom/craft room with ceiling lights, doors, wall decorations, and what appears to be bedding/pillows in the foreground. No person is clearly visible in the scene.",0.8,189.4,,,,
frame_000067,2026-06-27T16:12:42.939543+00:00,claude_api,absent,0.85,3477.2,transition_pending,"The image shows a bedroom/room interior from a low angle looking up at the ceiling. The bottom of the frame shows what appears to be bedding/pillows and a dark jacket or clothing item, but no clearly ",1.0,189.4,,,,
frame_000068,2026-06-27T16:12:45.822877+00:00,claude_api,absent,0.85,2878.2,transition_pending,"The image shows a bedroom/craft room with ceiling lights, doors, wall decorations, and what appears to be bedding and a dark jacket/clothing item in the foreground. No person is clearly visible in the",0.8,189.4,,,,
frame_000069,2026-06-27T16:12:49.532259+00:00,claude_api,sitting,0.6,3704.6,transition_pending,"A bald person is visible in the lower portion of the frame, appearing to be seated - their head and upper body are visible at a low angle consistent with sitting in a chair. There appears to be a couc",0.9,189.4,,,,
frame_000070,2026-06-27T16:12:53.104574+00:00,claude_api,sitting,0.85,3568.2,monitoring,"A bald man wearing glasses and a white t-shirt is visible from the upper torso up, viewed from a low angle (likely a desk webcam). His posture and the camera angle suggest he is seated at a desk, with",0.9,189.4,,,,
frame_000071,2026-06-27T16:12:56.968023+00:00,claude_api,sitting,0.85,3858.1,monitoring,"A bald man wearing glasses and a white t-shirt is visible from the chest up. The camera angle is low (looking up at him), and he appears to be seated at a desk, with his elbow resting on a surface and",1.1,189.5,,,,
frame_000072,2026-06-27T16:13:00.553051+00:00,claude_api,sitting,0.85,3580.0,monitoring,"A bald man wearing glasses and a white t-shirt is visible from the shoulders up. The camera angle is low (looking up at him), suggesting he is seated at a desk with the webcam positioned below eye lev",1.1,189.5,,,,
frame_000073,2026-06-27T16:13:04.547221+00:00,claude_api,sitting,0.85,3989.5,monitoring,"A bald man wearing glasses and a white t-shirt is clearly visible. The camera angle is low (looking up at him), and his elbow/arm is resting on a surface in front of him, with his hand supporting his ",0.9,189.5,,,,
frame_000074,2026-06-27T16:13:07.043617+00:00,claude_api,absent,0.9,2491.5,transition_pending,"The image shows a bedroom interior with ceiling lights, doors, wall decorations, and bedding visible at the bottom. No person is clearly visible in the scene.",1.0,189.5,,,,
frame_000075,2026-06-27T16:13:10.073395+00:00,claude_api,absent,0.95,3025.0,transition_pending,"No person is clearly visible in the image. The scene shows a bedroom/craft room interior with ceiling lights, doors, walls with artwork, and some furniture/objects in the lower portion, but no human b",1.1,189.5,,,,
frame_000076,2026-06-27T16:13:12.970064+00:00,claude_api,absent,0.9,2890.8,transition_pending,"No person is clearly visible in this image. The scene shows a bedroom with ceiling lights, doors, walls with artwork, and what appears to be bedding/furniture in the foreground, but no human body is d",1.2,189.6,,,,
frame_000077,2026-06-27T16:13:16.221431+00:00,claude_api,absent,0.9,3247.1,transition_pending,"No person is clearly visible in the image. The scene shows a bedroom with ceiling lights, doors, wall decorations, and what appears to be furniture/bedding in the foreground, but no human body is disc",1.1,189.6,,,,
frame_000078,2026-06-27T16:13:20.111891+00:00,claude_api,sitting,0.7,3883.5,monitoring,"A bald man wearing glasses and a white t-shirt is visible in the lower portion of the frame. The camera appears to be positioned low, looking up at him. He appears to be seated based on his position r",0.9,192.2,,,,
frame_000079,2026-06-27T16:13:23.593601+00:00,claude_api,sitting,0.75,3476.3,monitoring,"A bald man wearing glasses and a white t-shirt is clearly visible from the shoulders up. The camera angle is from below, suggesting a webcam on a desk. There appears to be a chair/backrest visible beh",1.2,188.6,,,,
frame_000080,2026-06-27T16:13:26.665194+00:00,claude_api,sitting,0.85,3065.8,monitoring,"A bald man wearing glasses and a white t-shirt is visible from the chest up, photographed from a low angle (webcam below desk level). A chair back is visible behind him, and his position relative to t",1.1,192.8,,,,
frame_000081,2026-06-27T16:13:29.840195+00:00,claude_api,sitting,0.85,3170.9,monitoring,"A person is clearly visible from the chest up, appearing to be seated at a desk or chair. The camera angle is looking up at them from below (typical of a webcam on a desk), and there is what appears t",1.2,192.9,,,,
frame_000082,2026-06-27T16:13:33.013728+00:00,claude_api,sitting,0.75,3169.4,monitoring,"A bald man wearing glasses and a white t-shirt is visible from the shoulders up. The camera angle is low (looking up at him), suggesting he is seated at a desk with the webcam below eye level. A chair",0.8,192.9,,,,
frame_000083,2026-06-27T16:13:36.799533+00:00,claude_api,sitting,0.82,3781.1,monitoring,"A bald man wearing glasses and a white shirt is visible. The camera angle is low (looking up at him from below), and there appears to be a chair/seat back visible behind him. His position and the low ",1.0,192.9,,,,
frame_000084,2026-06-27T16:13:40.490713+00:00,claude_api,sitting,0.75,3685.9,monitoring,"A person is clearly visible - a bald man wearing glasses and a white shirt. The camera angle is very low/upward looking, suggesting the camera is on a desk. The person appears to be seated at the desk",1.1,192.9,,,,
frame_000085,2026-06-27T16:13:43.769958+00:00,claude_api,sitting,0.85,3273.5,monitoring,"A person is clearly visible in the lower portion of the image. The camera angle is looking up at them, suggesting they are seated at a desk with the webcam positioned low. Only their head and upper to",1.0,192.9,,,,
frame_000086,2026-06-27T16:13:47.095659+00:00,claude_api,standing,0.6,3321.1,monitoring,"A person's head and upper body are visible in the lower right portion of the frame. The camera appears to be positioned low, looking up at the person. The person's head is near the top of their body v",1.1,193.0,,,,
frame_000087,2026-06-27T16:13:49.809715+00:00,claude_api,absent,0.95,2708.8,transition_pending,"No person is visible in the image. The scene shows a bedroom with ceiling lights, doors, wall decorations, and what appears to be bedding/pillows in the foreground, but no human body is present.",0.8,195.6,,,,
frame_000088,2026-06-27T16:13:52.778166+00:00,claude_api,absent,0.9,2962.4,transition_pending,"The image shows a bedroom interior with ceiling lights, doors, wall decorations, and what appears to be furniture/bedding in the lower portion. No person is clearly visible in the frame.",1.3,191.6,,,,
frame_000089,2026-06-27T16:13:55.953255+00:00,claude_api,standing,0.72,3168.7,transition_pending,"A person's head and upper torso are visible close to the camera. The camera appears to be at a low angle (desk/table level) looking up at the person, who appears to be leaning over or standing above t",1.0,195.9,,,,
frame_000090,2026-06-27T16:13:59.608419+00:00,claude_api,sitting,0.85,3649.6,monitoring,"A bald man wearing glasses and a white t-shirt is visible from the shoulders up, with his hand raised near his mouth in a thinking pose. The camera angle is looking up at him from below (likely a webc",1.0,195.9,,,,
frame_000091,2026-06-27T16:14:03.324612+00:00,claude_api,sitting,0.85,3710.7,monitoring,"A bald man wearing glasses and a white t-shirt is clearly visible. He appears to be seated at a desk or table, with his elbow resting and hand near his chin in a thinking pose. The camera angle is fro",1.2,195.9,,,,
frame_000092,2026-06-27T16:14:06.806795+00:00,claude_api,sitting,0.9,3476.9,monitoring,"A bald man wearing glasses and a white t-shirt is clearly visible, viewed from a low angle. His head and upper torso are visible, with his hand raised to his chin in a thinking pose. The low camera an",2.9,196.0,,,,
frame_000093,2026-06-27T16:14:11.413443+00:00,claude_api,sitting,0.85,4601.4,monitoring,"A person is clearly visible - a bald man wearing glasses and a white t-shirt. The camera angle is from below (likely a desk webcam), showing his head and upper torso. His elbow appears to be resting o",0.9,196.0,,,,
frame_000094,2026-06-27T16:14:15.304112+00:00,claude_api,sitting,0.85,3885.9,monitoring,"A bald man wearing glasses and a white t-shirt is visible close to the camera. His elbow is resting on a surface (likely a desk) with his chin/fist resting on his hand, suggesting he is seated at a de",1.1,196.0,,,,
